location,historical_name,layer,anchor_kind,culture,source,confidence,decision,audit_flags,note
eregli_kar,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
eretreia,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ermioni,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
escurial,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
esgueira,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
eskil,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
esna,Latopolis,reviewed_direct,curated,antq_egyptian,PLE:786059,secure,reviewed_override,,Direct Latopolis settlement point at the installed Esna city proxy.
espiel,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
estella,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
estremoz,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
etain,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
etampes,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
evian,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
evora,Ebora,reviewed_identity,roman_identity,antq_lusitanian,PLE:256151;PLN:256151/ebora;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 256151; AD 1 name resource 256151/ebora.
evreux,Mediolanum Aulercorum,reviewed_identity,roman_identity,antq_aulerci_eburovician,PLE:109153;PLN:109153/mediolanum-aulercorum;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 109153; AD 1 name resource 109153/mediolanum-aulercorum.
eynegol,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
fabriano,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
faenza,Faventia,reviewed_direct,curated,antq_cisalpine_gallic,BAT-ITALY,secure,reviewed_override,,Direct ancient Faventia label at the installed Faenza city field; replaces the distinct Ad Sinnium adapter.
faiyum,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
falaise,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
faqus,Phakoussa,reviewed_identity,roman_identity,antq_egyptian,PLE:727194;PLN:727194/phakoussa;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 727194; AD 1 name resource 727194/phakoussa.
faran,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
faro,Ossonoba,reviewed_identity,roman_identity,antq_cynetan,PLE:256345;PLN:256345/ossonoba;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 256345; AD 1 name resource 256345/ossonoba.
farsala,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
faucigny,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
fecamp,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
feira,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
feldbach,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
feldkirch,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
feldkirchen,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
feltre,Feltria,reviewed_identity,roman_identity,antq_venetic,PLE:187377;PLN:187377/feltria;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 187377; AD 1 name resource 187377/feltria.
fenouillet,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
feriana,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
fermo,Firmum Picenum,reviewed_identity,roman_identity,antq_oscan_umbrian,PLE:413135;PLN:413135/firmum-picenum;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 413135; AD 1 name resource 413135/firmum-picenum.
fermoselle,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ferrara,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ferrol,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
feurs,Forum Segusiavorum,reviewed_identity,roman_identity,antq_segusiavian,PLE:167771;PLN:167771/forum-segusiavorum;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 167771; AD 1 name resource 167771/forum-segusiavorum.
ficarolo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
figeac,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
figueira,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
finalborgo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
finike,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
finisterre,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
fiorenzuola,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
flix,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
florac,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
florence,Florentia,reviewed_direct,curated,antq_latin,PLE:413138,secure,reviewed_override,,Pleiades exact Florentia city point at 43.76980 11.25564; reviewed against the installed Florence location
florina,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
foca,Phocaea,reviewed_identity,roman_identity,antq_lydian,PLE:550823;PLN:550823/phocaea;R2,tier2,reviewed_override,,Pleiades explicitly associates place 550823 with this modern field; AD 1 name resource 550823/phocaea.
foggia,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
foix,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
fontenay,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
forcalquier,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
fosdinovo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
fougeres,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
fraga,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
francavilla,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
frassinoro,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
frauenfeld,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
freistadt,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
frejus,Forum Iulii,reviewed_identity,roman_identity,antq_saluvian,PLE:157836;PLN:157836/col-forum-iulii;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 157836; AD 1 name resource 157836/col-forum-iulii.
french_ales,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
fresnes,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
fribourg,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
friesach,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
frutigen,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
fuenteovejuna,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
fuentiduena,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
furstenfeld,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
fuwa,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
gabes,Tacape,reviewed_direct,curated,antq_latin,PLE;P8.1,secure,reviewed_override,,Secure Roman-period city form at the direct Gabes match.
gacko,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
gaeta,Caieta,reviewed_identity,roman_identity,antq_latin,PLE:432734;PLN:432734/caieta;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 432734; AD 1 name resource 432734/caieta.
gafsa,Capsa,reviewed_direct,curated,antq_latin,PLE:324684,secure,reviewed_override,,Pleiades direct Capsa settlement point at 34.42054 8.78553
galisteo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
gallipoliita,Anxa,reviewed_identity,roman_identity,antq_oscan_umbrian,PLE:442625;PLN:442625/anxa;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 442625; AD 1 name resource 442625/anxa.
gandia,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ganserndorf,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
gap,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
gediz,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
gemona,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
geneve,Genava,reviewed_identity,roman_identity,antq_helvetian,PLE:177528;PLN:177528/genava;R2,tier2,reviewed_override,,Pleiades explicitly associates place 177528 with this modern field; AD 1 name resource 177528/genava.
genoa,Genua,reviewed_direct,curated,antq_latin,PLE;ORB;P8.1,secure,reviewed_override,,Direct Roman Ligurian city name
gerace,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
gerede,Krateia,reviewed_identity,roman_identity,antq_mariandynian,PLE:844991;PLN:844991/krateia;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 844991; AD 1 name resource 844991/krateia.
gergal,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
gergeri,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
gerze,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
gex,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
