advance,name,age,depth,track,profile,scope,role,modifier,stacking_family,engine_category,unit,ui_decimals,script_value,display_value,representative_baseline_impact,vanilla_advance_min,vanilla_advance_max,modifier_definition,historical_source
antq_silk_exchange,Indic: Silk Exchange,age_1_traditions,1,exchange,indic,indic,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XI
antq_port_customs,Near Eastern: Port Customs,age_1_traditions,1,exchange,near_eastern,near_eastern,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P8.2;P15;CAH-XI
antq_desert_waystations,Near Eastern: Desert Waystations,age_1_traditions,1,exchange,near_eastern,near_eastern,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P8.2;P15;CAH-XI
antq_merchant_diasporas,Indic: Merchant Diasporas,age_1_traditions,2,exchange,indic,indic,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XI
antq_coin_exchange,Near Eastern: Coin Exchange,age_1_traditions,2,exchange,near_eastern,near_eastern,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P8.2;P15;CAH-XI
antq_seasonal_markets,Indic: Seasonal Markets,age_1_traditions,3,exchange,indic,indic,standard,import_efficiency,import_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XI
antq_principate_exchange,Near Eastern: Principate Exchange,age_1_traditions,2,exchange,near_eastern,near_eastern,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P8.2;P15;CAH-XI
antq_silk_road_caravanserais,Silk Road Caravanserais,age_2_renaissance,0,exchange,shared,shared,minor,trade_range_modifier,trade_range_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI;CAH-XII
antq_long_distance_credit,Long Distance Credit,age_2_renaissance,0,exchange,shared,shared,minor,trade_range_modifier,trade_range_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI;CAH-XII
antq_market_regulation,Han and East Asian: Market Regulation,age_2_renaissance,1,exchange,han_east_asian,han_east_asian,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_eastern_mediterranean_routes,Han and East Asian: Eastern Mediterranean Routes,age_2_renaissance,1,exchange,han_east_asian,han_east_asian,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_indian_ocean_monsoons,Nile and North African: Indian Ocean Monsoons,age_2_renaissance,1,exchange,nile_north_african,nile_north_african,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P15;PER;CAH-XI;CAH-XII
antq_border_customs,Nile and North African: Border Customs,age_2_renaissance,1,exchange,nile_north_african,nile_north_african,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P15;PER;CAH-XI;CAH-XII
antq_merchant_associations,Han and East Asian: Merchant Associations,age_2_renaissance,2,exchange,han_east_asian,han_east_asian,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_warehouse_accounts,Nile and North African: Warehouse Accounts,age_2_renaissance,2,exchange,nile_north_african,nile_north_african,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P15;PER;CAH-XI;CAH-XII
antq_imperial_trade,Han and East Asian: Imperial Trade,age_2_renaissance,3,exchange,han_east_asian,han_east_asian,standard,import_efficiency,import_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_high_empire_exchange,Nile and North African: High Empire Exchange,age_2_renaissance,2,exchange,nile_north_african,nile_north_african,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P15;PER;CAH-XI;CAH-XII
antq_crisis_trade_routes,Crisis Trade Routes,age_3_discovery,0,exchange,shared,shared,minor,trade_range_modifier,trade_range_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI;CAH-XII
antq_debased_currency_exchange,Debased Currency Exchange,age_3_discovery,0,exchange,shared,shared,minor,trade_range_modifier,trade_range_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI;CAH-XII
antq_military_supply_markets,Roman and Italic: Military Supply Markets,age_3_discovery,1,exchange,roman_italic,roman_italic,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_fortified_warehouses,Roman and Italic: Fortified Warehouses,age_3_discovery,1,exchange,roman_italic,roman_italic,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_caravan_protection,Iranian: Caravan Protection,age_3_discovery,1,exchange,iranian,iranian,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;CAH-XII
antq_regional_exchange,Iranian: Regional Exchange,age_3_discovery,1,exchange,iranian,iranian,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;CAH-XII
antq_grain_convoys,Roman and Italic: Grain Convoys,age_3_discovery,2,exchange,roman_italic,roman_italic,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_emergency_tolls,Iranian: Emergency Tolls,age_3_discovery,2,exchange,iranian,iranian,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;CAH-XII
antq_resilient_markets,Roman and Italic: Resilient Markets,age_3_discovery,3,exchange,roman_italic,roman_italic,standard,import_efficiency,import_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_crisis_exchange,Iranian: Crisis Exchange,age_3_discovery,2,exchange,iranian,iranian,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;CAH-XII
antq_state_annona_routes,State Annona Routes,age_4_reformation,0,exchange,shared,shared,minor,trade_range_modifier,trade_range_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI;CAH-XII
antq_bureaucratic_customs,Bureaucratic Customs,age_4_reformation,0,exchange,shared,shared,minor,trade_range_modifier,trade_range_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI;CAH-XII
antq_foederati_provisioning,Celtic and Brittonic: Foederati Provisioning,age_4_reformation,1,exchange,celtic,celtic,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XI
antq_frontier_market_towns,Celtic and Brittonic: Frontier Market Towns,age_4_reformation,1,exchange,celtic,celtic,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XI
antq_church_storehouses,Germanic: Church Storehouses,age_4_reformation,1,exchange,germanic,germanic,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XI;STR-GER
antq_caravan_tolls,Germanic: Caravan Tolls,age_4_reformation,1,exchange,germanic,germanic,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XI;STR-GER
antq_late_antique_coinage,Celtic and Brittonic: Late Antique Coinage,age_4_reformation,2,exchange,celtic,celtic,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XI
antq_regional_fairs,Germanic: Regional Fairs,age_4_reformation,2,exchange,germanic,germanic,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XI;STR-GER
antq_dominate_exchange,Celtic and Brittonic: Dominate Exchange,age_4_reformation,3,exchange,celtic,celtic,standard,import_efficiency,import_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XI
antq_late_antique_commerce,Germanic: Late Antique Commerce,age_4_reformation,2,exchange,germanic,germanic,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XI;STR-GER
antq_migration_market_links,Migration Market Links,age_5_absolutism,0,exchange,shared,shared,minor,trade_range_modifier,trade_range_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI;CAH-XII
antq_gift_exchange,American: Gift Exchange,age_5_absolutism,1,exchange,american,american,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.10;P15
antq_kingdom_tolls,Austronesian and Oceanian: Kingdom Tolls,age_5_absolutism,1,exchange,oceanian,oceanian,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.9;P15
antq_riverine_trade,American: Riverine Trade,age_5_absolutism,2,exchange,american,american,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.10;P15
antq_settlement_markets,Austronesian and Oceanian: Settlement Markets,age_5_absolutism,2,exchange,oceanian,oceanian,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.9;P15
antq_regional_caravans,Regional Caravans,age_6_revolutions,0,exchange,shared,shared,minor,trade_range_modifier,trade_range_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI;CAH-XII
antq_successor_coinage,Hellenic: Successor Coinage,age_6_revolutions,1,exchange,hellenic,hellenic,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_frontier_fairs,Near Eastern: Frontier Fairs,age_6_revolutions,1,exchange,near_eastern,near_eastern,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P8.2;P15;CAH-XI
antq_kingdom_exchange,Hellenic: Kingdom Exchange,age_6_revolutions,2,exchange,hellenic,hellenic,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_post_roman_commerce,Near Eastern: Post Imperial Commerce,age_6_revolutions,2,exchange,near_eastern,near_eastern,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P8.2;P15;CAH-XI
antq_amphora_capacity_standards,Roman and Italic: Amphora Capacity Standards,age_1_traditions,1,exchange,roman_italic,roman_italic,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_publicani_freight_contracts,Roman and Italic: Publicani Freight Contracts,age_1_traditions,2,exchange,roman_italic,roman_italic,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_river_port_dues,Roman and Italic: River Port Dues,age_1_traditions,3,exchange,roman_italic,roman_italic,standard,import_efficiency,import_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_collegia_distribution_halls,Roman and Italic: Collegia Distribution Halls,age_1_traditions,3,exchange,roman_italic,roman_italic,standard,import_efficiency,import_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_annona_coastal_convoys,Roman and Italic: Annona Coastal Convoys,age_1_traditions,4,exchange,roman_italic,roman_italic,major,export_efficiency,export_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_bronze_cash_strings,Han and East Asian: Bronze Cash Strings,age_1_traditions,1,exchange,han_east_asian,han_east_asian,minor,merchant_maintenance_efficiency,merchant_maintenance_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_state_granary_carriage,Han and East Asian: State Granary Carriage,age_1_traditions,2,exchange,han_east_asian,han_east_asian,standard,global_trade_through_owned_territory_efficiency,global_trade_through_owned_territory_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
