tag,name,tier,kind,age,age_years,visible_cards,visible_total_points,visible_mean_points,visible_min_points,visible_max_points,opening_eligible_cards,opening_eligible_min_points,opening_eligible_max_points,status
GAR,Garamantes,2,country,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
GAR,Garamantes,2,country,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
GER,Angrivarii,2,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
GER,Angrivarii,2,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
GER,Angrivarii,2,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
GER,Angrivarii,2,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
GER,Angrivarii,2,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
GER,Angrivarii,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
GET,Getae,2,sop,age_1_traditions,95,41,4125.00,100.61,75.00,125.00,17,87.50,125.00,pass
GET,Getae,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
GET,Getae,2,sop,age_3_discovery,92,41,8437.50,205.79,175.00,225.00,0,,,pass
GET,Getae,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
GET,Getae,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
GET,Getae,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
GLS,Gulf Lowland-Sierra Networks,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
GLS,Gulf Lowland-Sierra Networks,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
GLS,Gulf Lowland-Sierra Networks,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
GLS,Gulf Lowland-Sierra Networks,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
GLS,Gulf Lowland-Sierra Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
GLS,Gulf Lowland-Sierra Networks,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
GMB,Gamabrivii,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
GMB,Gamabrivii,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
GMB,Gamabrivii,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
GMB,Gamabrivii,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
GMB,Gamabrivii,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
GMB,Gamabrivii,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
GMR,Geum River Mahan,3,sop,age_1_traditions,95,37,3725.00,100.68,75.00,125.00,15,87.50,125.00,pass
GMR,Geum River Mahan,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
GMR,Geum River Mahan,3,sop,age_3_discovery,92,41,8437.50,205.79,175.00,225.00,0,,,pass
GMR,Geum River Mahan,3,sop,age_4_reformation,92,41,10475.00,255.49,225.00,275.00,0,,,pass
GMR,Geum River Mahan,3,sop,age_5_absolutism,19,16,4887.50,305.47,275.00,325.00,0,,,pass
GMR,Geum River Mahan,3,sop,age_6_revolutions,82,26,9262.50,356.25,325.00,375.00,0,,,pass
GMU,Gumo,2,subject,age_1_traditions,95,42,4275.00,101.79,75.00,125.00,18,112.50,125.00,pass
GMU,Gumo,2,subject,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
GMU,Gumo,2,subject,age_3_discovery,92,46,9462.50,205.71,175.00,225.00,0,,,pass
GMU,Gumo,2,subject,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
GMU,Gumo,2,subject,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
GMU,Gumo,2,subject,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
GNG,Magadha,2,country,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,16,112.50,125.00,pass
GNG,Magadha,2,country,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
GNG,Magadha,2,country,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
GNG,Magadha,2,country,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
GNG,Magadha,2,country,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
GNG,Magadha,2,country,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
GOG,Goguryeo,1,country,age_1_traditions,95,40,4025.00,100.62,75.00,125.00,16,87.50,125.00,pass
GOG,Goguryeo,1,country,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
GOG,Goguryeo,1,country,age_3_discovery,92,44,9037.50,205.40,175.00,225.00,0,,,pass
GOG,Goguryeo,1,country,age_4_reformation,92,41,10475.00,255.49,225.00,275.00,0,,,pass
GOG,Goguryeo,1,country,age_5_absolutism,19,19,5787.50,304.61,275.00,325.00,0,,,pass
GOG,Goguryeo,1,country,age_6_revolutions,82,26,9262.50,356.25,325.00,375.00,0,,,pass
GOR,Gordyene,1,subject,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,13,112.50,125.00,pass
GOR,Gordyene,1,subject,age_2_renaissance,96,36,5587.50,155.21,125.00,175.00,0,,,pass
GOR,Gordyene,1,subject,age_3_discovery,92,36,7400.00,205.56,175.00,225.00,0,,,pass
GOR,Gordyene,1,subject,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
GOR,Gordyene,1,subject,age_5_absolutism,19,14,4300.00,307.14,275.00,325.00,0,,,pass
GOR,Gordyene,1,subject,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
GPC,Guerrero Pacific,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
GPC,Guerrero Pacific,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
GPC,Guerrero Pacific,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
GPC,Guerrero Pacific,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
GPC,Guerrero Pacific,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
GPC,Guerrero Pacific,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
GRH,Gerrha,2,country,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,13,112.50,125.00,pass
GRH,Gerrha,2,country,age_2_renaissance,96,36,5587.50,155.21,125.00,175.00,0,,,pass
GRH,Gerrha,2,country,age_3_discovery,92,36,7400.00,205.56,175.00,225.00,0,,,pass
GRH,Gerrha,2,country,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
GRH,Gerrha,2,country,age_5_absolutism,19,14,4300.00,307.14,275.00,325.00,0,,,pass
GRH,Gerrha,2,country,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
GRT,Gorontalo-Tomini,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
GRT,Gorontalo-Tomini,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
GRT,Gorontalo-Tomini,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
GRT,Gorontalo-Tomini,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
GRT,Gorontalo-Tomini,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
GRT,Gorontalo-Tomini,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
GTC,Gobir Tarka,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
GTC,Gobir Tarka,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
GTC,Gobir Tarka,3,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
GTC,Gobir Tarka,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
GTC,Gobir Tarka,3,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
GTC,Gobir Tarka,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
GTL,Gutae,2,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
GTL,Gutae,2,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
GTL,Gutae,2,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
GTL,Gutae,2,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
GTL,Gutae,2,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
GTL,Gutae,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
GUR,Gur Iron-Age,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
GUR,Gur Iron-Age,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
GUR,Gur Iron-Age,3,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
GUR,Gur Iron-Age,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
GUR,Gur Iron-Age,3,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
GUR,Gur Iron-Age,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
GUT,Gutones,1,country,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,13,112.50,125.00,pass
GUT,Gutones,1,country,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
GUT,Gutones,1,country,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
GUT,Gutones,1,country,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
GUT,Gutones,1,country,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
GUT,Gutones,1,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
HAD,Hadramawt,2,country,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,13,112.50,125.00,pass
HAD,Hadramawt,2,country,age_2_renaissance,96,36,5587.50,155.21,125.00,175.00,0,,,pass
HAD,Hadramawt,2,country,age_3_discovery,92,36,7400.00,205.56,175.00,225.00,0,,,pass
HAD,Hadramawt,2,country,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
HAD,Hadramawt,2,country,age_5_absolutism,19,14,4300.00,307.14,275.00,325.00,0,,,pass
HAD,Hadramawt,2,country,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
HAN,Western Han,1,country,age_1_traditions,95,43,4325.00,100.58,75.00,125.00,17,87.50,125.00,pass
HAN,Western Han,1,country,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
HAN,Western Han,1,country,age_3_discovery,92,47,9637.50,205.05,175.00,225.00,0,,,pass
HAN,Western Han,1,country,age_4_reformation,92,41,10475.00,255.49,225.00,275.00,0,,,pass
HAN,Western Han,1,country,age_5_absolutism,19,22,6687.50,303.98,275.00,325.00,0,,,pass
HAN,Western Han,1,country,age_6_revolutions,82,26,9262.50,356.25,325.00,375.00,0,,,pass
HAU,Haud Pastoralists,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
HAU,Haud Pastoralists,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
HAU,Haud Pastoralists,3,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
HAU,Haud Pastoralists,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
HAU,Haud Pastoralists,3,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
HAU,Haud Pastoralists,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
HER,Hermunduri,1,country,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,13,112.50,125.00,pass
HER,Hermunduri,1,country,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
HER,Hermunduri,1,country,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
HER,Hermunduri,1,country,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
HER,Hermunduri,1,country,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
HER,Hermunduri,1,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
HIM,Himyar,2,country,age_1_traditions,95,35,3487.50,99.64,75.00,125.00,14,87.50,125.00,pass
HIM,Himyar,2,country,age_2_renaissance,96,36,5587.50,155.21,125.00,175.00,0,,,pass
HIM,Himyar,2,country,age_3_discovery,92,39,8000.00,205.13,175.00,225.00,0,,,pass
HIM,Himyar,2,country,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
HIM,Himyar,2,country,age_5_absolutism,19,17,5200.00,305.88,275.00,325.00,0,,,pass
HIM,Himyar,2,country,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
HLS,Helisii,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
HLS,Helisii,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
HLS,Helisii,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
HLS,Helisii,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
HLS,Helisii,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
HLS,Helisii,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
HLV,Helveconae,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
HLV,Helveconae,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
HLV,Helveconae,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
HLV,Helveconae,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
HLV,Helveconae,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
HLV,Helveconae,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
HMR,Han River Mahan,3,sop,age_1_traditions,95,37,3725.00,100.68,75.00,125.00,15,87.50,125.00,pass
HMR,Han River Mahan,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
HMR,Han River Mahan,3,sop,age_3_discovery,92,41,8437.50,205.79,175.00,225.00,0,,,pass
HMR,Han River Mahan,3,sop,age_4_reformation,92,41,10475.00,255.49,225.00,275.00,0,,,pass
HMR,Han River Mahan,3,sop,age_5_absolutism,19,16,4887.50,305.47,275.00,325.00,0,,,pass
HMR,Han River Mahan,3,sop,age_6_revolutions,82,26,9262.50,356.25,325.00,375.00,0,,,pass
HOK,Hokuriku Wa,3,sop,age_1_traditions,95,37,3725.00,100.68,75.00,125.00,15,87.50,125.00,pass
HOK,Hokuriku Wa,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
HOK,Hokuriku Wa,3,sop,age_3_discovery,92,41,8437.50,205.79,175.00,225.00,0,,,pass
HOK,Hokuriku Wa,3,sop,age_4_reformation,92,41,10475.00,255.49,225.00,275.00,0,,,pass
HOK,Hokuriku Wa,3,sop,age_5_absolutism,19,16,4887.50,305.47,275.00,325.00,0,,,pass
HOK,Hokuriku Wa,3,sop,age_6_revolutions,82,26,9262.50,356.25,325.00,375.00,0,,,pass
HOP,Hopewell Sphere,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
HOP,Hopewell Sphere,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
HOP,Hopewell Sphere,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
HOP,Hopewell Sphere,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
HOP,Hopewell Sphere,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
HOP,Hopewell Sphere,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
HRC,Herrera Plateau,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
HRC,Herrera Plateau,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
HRC,Herrera Plateau,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
HRC,Herrera Plateau,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
HRC,Herrera Plateau,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
HRC,Herrera Plateau,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
HRI,Harii,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
HRI,Harii,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
HRI,Harii,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
HRI,Harii,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
HRI,Harii,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
HRI,Harii,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
HRK,Harikela,2,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
HRK,Harikela,2,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
HRK,Harikela,2,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
HRK,Harikela,2,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
HRK,Harikela,2,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
HRK,Harikela,2,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
HUA,Huarpa,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
HUA,Huarpa,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
HUA,Huarpa,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
HUA,Huarpa,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
HUA,Huarpa,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
HUA,Huarpa,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
HVI,Havana-Illinois Valley,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
HVI,Havana-Illinois Valley,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
HVI,Havana-Illinois Valley,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
HVI,Havana-Illinois Valley,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
HVI,Havana-Illinois Valley,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
HVI,Havana-Illinois Valley,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
IAZ,Iazyges,2,country,age_1_traditions,95,44,4425.00,100.57,75.00,125.00,18,87.50,125.00,pass
IAZ,Iazyges,2,country,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
IAZ,Iazyges,2,country,age_3_discovery,92,44,9037.50,205.40,175.00,225.00,0,,,pass
IAZ,Iazyges,2,country,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
IAZ,Iazyges,2,country,age_5_absolutism,19,29,8862.50,305.60,275.00,325.00,0,,,pass
IAZ,Iazyges,2,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
IBG,Hibernian Brigantes,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
IBG,Hibernian Brigantes,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
IBG,Hibernian Brigantes,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
IBG,Hibernian Brigantes,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
IBG,Hibernian Brigantes,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
IBG,Hibernian Brigantes,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
IBR,Caucasian Iberia,1,country,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,13,112.50,125.00,pass
IBR,Caucasian Iberia,1,country,age_2_renaissance,96,36,5587.50,155.21,125.00,175.00,0,,,pass
IBR,Caucasian Iberia,1,country,age_3_discovery,92,36,7400.00,205.56,175.00,225.00,0,,,pass
IBR,Caucasian Iberia,1,country,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
IBR,Caucasian Iberia,1,country,age_5_absolutism,19,14,4300.00,307.14,275.00,325.00,0,,,pass
IBR,Caucasian Iberia,1,country,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
ICE,Iceni,1,country,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,15,112.50,125.00,pass
ICE,Iceni,1,country,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
ICE,Iceni,1,country,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
ICE,Iceni,1,country,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
ICE,Iceni,1,country,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
ICE,Iceni,1,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
IGR,Indo-Greek Rump,2,country,age_1_traditions,95,35,3487.50,99.64,75.00,125.00,14,87.50,125.00,pass
IGR,Indo-Greek Rump,2,country,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
IGR,Indo-Greek Rump,2,country,age_3_discovery,92,39,8000.00,205.13,175.00,225.00,0,,,pass
IGR,Indo-Greek Rump,2,country,age_4_reformation,92,36,9200.00,255.56,225.00,275.00,0,,,pass
IGR,Indo-Greek Rump,2,country,age_5_absolutism,19,17,5200.00,305.88,275.00,325.00,0,,,pass
IGR,Indo-Greek Rump,2,country,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
ILM,Msta-Ilmen Late Dyakovo Horizon,3,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
ILM,Msta-Ilmen Late Dyakovo Horizon,3,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
ILM,Msta-Ilmen Late Dyakovo Horizon,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
ILM,Msta-Ilmen Late Dyakovo Horizon,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
ILM,Msta-Ilmen Late Dyakovo Horizon,3,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
ILM,Msta-Ilmen Late Dyakovo Horizon,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
IMV,Imphal Valley Networks,3,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
IMV,Imphal Valley Networks,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
IMV,Imphal Valley Networks,3,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
IMV,Imphal Valley Networks,3,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
IMV,Imphal Valley Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
IMV,Imphal Valley Networks,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
ISK,Indo-Scythian Realm,2,country,age_1_traditions,95,42,4275.00,101.79,75.00,125.00,18,112.50,125.00,pass
ISK,Indo-Scythian Realm,2,country,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
ISK,Indo-Scythian Realm,2,country,age_3_discovery,92,46,9462.50,205.71,175.00,225.00,0,,,pass
ISK,Indo-Scythian Realm,2,country,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
ISK,Indo-Scythian Realm,2,country,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
ISK,Indo-Scythian Realm,2,country,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
IVN,Iverni,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
IVN,Iverni,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
IVN,Iverni,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
IVN,Iverni,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
IVN,Iverni,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
IVN,Iverni,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
IWL,Yiwulu,3,subject,age_1_traditions,95,42,4275.00,101.79,75.00,125.00,15,100.00,125.00,pass
IWL,Yiwulu,3,subject,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
IWL,Yiwulu,3,subject,age_3_discovery,92,46,9462.50,205.71,175.00,225.00,0,,,pass
IWL,Yiwulu,3,subject,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
IWL,Yiwulu,3,subject,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
IWL,Yiwulu,3,subject,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
IZA,Izapa-Soconusco Center,3,country,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,13,100.00,125.00,pass
IZA,Izapa-Soconusco Center,3,country,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
IZA,Izapa-Soconusco Center,3,country,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
IZA,Izapa-Soconusco Center,3,country,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
IZA,Izapa-Soconusco Center,3,country,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
IZA,Izapa-Soconusco Center,3,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
IZM,Izumo Wa,3,sop,age_1_traditions,95,37,3725.00,100.68,75.00,125.00,15,87.50,125.00,pass
