tag,name,region,regular_land,levy_land,mercenary_land,regular_navy,coastal_locations,naval_capability,patrol_navy,transport_navy,land_floor,levy_floor,mercenary_floor,naval_capability_floor,inland_exclusion_floor
VAC,Vacomagi,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_northern_british_skirmishers;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,elgin;urquhart,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
DCT,Decantae,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_northern_british_skirmishers;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,dingwall;gairloch,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
CAE,Caereni,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_northern_british_skirmishers;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,durness,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
CRE,Creones,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_northern_british_skirmishers;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,skye,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
CNA,Carnonacae,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_northern_british_skirmishers;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,ullapool,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
LGB,Lugi,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_northern_british_skirmishers;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,dornoch,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
SME,Smertae,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_northern_british_skirmishers;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,tongue,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
NCR,Cornavii,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_northern_british_skirmishers;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,orkney;shetland;thurso,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
CAL,Caledoni,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_germanic_horse;antq_northern_british_skirmishers;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_coastal_warboat;antq_british_hide_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,harris;inverness;lewis;perth;uist,organized_patrol,antq_british_coastal_warboat;antq_coastal_watch_craft,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
VNI,Vennicnii,Ireland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_hibernian_coastal_warbands;antq_hibernian_javelin_bands;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_hibernian_cargo_curragh;antq_hibernian_war_curragh;antq_limited_coastal_transport;antq_local_watercraft,donegal;inishowen;kilmacrennan;raphoe,organized_patrol,antq_coastal_watch_craft;antq_hibernian_war_curragh,antq_hibernian_cargo_curragh;antq_limited_coastal_transport,pass,pass,pass,pass,pass
RHB,Rhobogdii,Ireland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_hibernian_coastal_warbands;antq_hibernian_javelin_bands;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_hibernian_cargo_curragh;antq_limited_coastal_transport;antq_local_watercraft,coleraine;derry,limited_transport,,antq_hibernian_cargo_curragh;antq_limited_coastal_transport,pass,pass,pass,pass,pass
DAR,Darini,Ireland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_hibernian_coastal_warbands;antq_hibernian_javelin_bands;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_hibernian_cargo_curragh;antq_limited_coastal_transport;antq_local_watercraft,ballycastle;belfast;carrickfergus;dunluce,limited_transport,,antq_hibernian_cargo_curragh;antq_limited_coastal_transport,pass,pass,pass,pass,pass
ERD,Erdini,Ireland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_hibernian_coastal_warbands;antq_hibernian_javelin_bands;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_hibernian_cargo_curragh;antq_limited_coastal_transport;antq_local_watercraft,dromahair,limited_transport,,antq_hibernian_cargo_curragh;antq_limited_coastal_transport,pass,pass,pass,pass,pass
ULA,Voluntii,Ireland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_hibernian_coastal_warbands;antq_hibernian_javelin_bands;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_hibernian_cargo_curragh;antq_hibernian_war_curragh;antq_limited_coastal_transport;antq_local_watercraft,downpatrick;drogheda;dundalk;iveagh;newtownards;oriel,organized_patrol,antq_coastal_watch_craft;antq_hibernian_war_curragh,antq_hibernian_cargo_curragh;antq_limited_coastal_transport,pass,pass,pass,pass,pass
NAG,Nagnatae,Ireland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_hibernian_coastal_warbands;antq_hibernian_javelin_bands;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_hibernian_cargo_curragh;antq_limited_coastal_transport;antq_local_watercraft,burrishoole;erris;sligo,limited_transport,,antq_hibernian_cargo_curragh;antq_limited_coastal_transport,pass,pass,pass,pass,pass
AUT,Autini,Ireland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_hibernian_coastal_warbands;antq_hibernian_javelin_bands;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_hibernian_cargo_curragh;antq_limited_coastal_transport;antq_local_watercraft,clifden;galway,limited_transport,,antq_hibernian_cargo_curragh;antq_limited_coastal_transport,pass,pass,pass,pass,pass
GAN,Gangani,Ireland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_hibernian_coastal_warbands;antq_hibernian_javelin_bands;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_hibernian_cargo_curragh;antq_limited_coastal_transport;antq_local_watercraft,bunratty;ennis;moyarta;skreen,limited_transport,,antq_hibernian_cargo_curragh;antq_limited_coastal_transport,pass,pass,pass,pass,pass
VEL,Velabri,Ireland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_hibernian_coastal_warbands;antq_hibernian_javelin_bands;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_hibernian_cargo_curragh;antq_limited_coastal_transport;antq_local_watercraft,carbery;kilbrittain;killarney,limited_transport,,antq_hibernian_cargo_curragh;antq_limited_coastal_transport,pass,pass,pass,pass,pass
IVN,Iverni,Ireland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_hibernian_coastal_warbands;antq_hibernian_javelin_bands;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_hibernian_cargo_curragh;antq_limited_coastal_transport;antq_local_watercraft,cork;kinsale;youghal,limited_transport,,antq_hibernian_cargo_curragh;antq_limited_coastal_transport,pass,pass,pass,pass,pass
USD,Usdiae,Ireland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_hibernian_coastal_warbands;antq_hibernian_javelin_bands;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_hibernian_cargo_curragh;antq_limited_coastal_transport;antq_local_watercraft,adare;dingle;limerick;tralee,limited_transport,,antq_hibernian_cargo_curragh;antq_limited_coastal_transport,pass,pass,pass,pass,pass
IBG,Hibernian Brigantes,Ireland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_hibernian_coastal_warbands;antq_hibernian_javelin_bands;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_hibernian_cargo_curragh;antq_limited_coastal_transport;antq_local_watercraft,carrickbeg;dungarvan;waterford,limited_transport,,antq_hibernian_cargo_curragh;antq_limited_coastal_transport,pass,pass,pass,pass,pass
CND,Coriondi,Ireland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_hibernian_coastal_warbands;antq_hibernian_javelin_bands;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
MNP,Manapii,Ireland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_hibernian_coastal_warbands;antq_hibernian_javelin_bands;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_hibernian_cargo_curragh;antq_limited_coastal_transport;antq_local_watercraft,ferns;new_ross;wexford,limited_transport,,antq_hibernian_cargo_curragh;antq_limited_coastal_transport,pass,pass,pass,pass,pass
CCI,Cauci,Ireland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_hibernian_coastal_warbands;antq_hibernian_javelin_bands;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_hibernian_cargo_curragh;antq_limited_coastal_transport;antq_local_watercraft,dublin;fingal;wicklow,limited_transport,,antq_hibernian_cargo_curragh;antq_limited_coastal_transport,pass,pass,pass,pass,pass
EBL,Eblani,Ireland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_hibernian_coastal_warbands;antq_hibernian_javelin_bands;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
DAC,Dacian Kingdoms,Danube,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_dacian_falxmen;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
GET,Getae,Danube,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
BAS,Bastarnae,Danube,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_limited_coastal_transport;antq_local_watercraft;antq_pontic_river_sea_transport,cetatea_alba;chilia;sarata,limited_transport,,antq_limited_coastal_transport;antq_pontic_river_sea_transport,pass,pass,pass,pass,pass
IAZ,Iazyges,Danube,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
ROX,Roxolani,Pontic,antq_bow_infantry;antq_cataphracts;antq_household_retainers;antq_javelin_skirmishers;antq_parthian_horse_archers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft;antq_pontic_monoxylon_patrol;antq_pontic_river_sea_transport,akhtar;azok;balikley;balzimachi;berdiansk;copa;costa;dashev;domakha;enice;kanevskaya;kara_bazaar;khadjibey;kyrylivka;mapa;melitopol;oleshia;ordu_bazar;qalancaq;ryn;sarayjuk;shcherbinovka;shyrokyne;susaco;taganrog;tana;teligol;tuapse;vithold_hammami,organized_patrol,antq_coastal_watch_craft;antq_pontic_monoxylon_patrol,antq_limited_coastal_transport;antq_pontic_river_sea_transport,pass,pass,pass,pass,pass
AOR,Aorsi,Pontic,antq_bow_infantry;antq_cataphracts;antq_household_retainers;antq_javelin_skirmishers;antq_parthian_horse_archers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft;antq_pontic_monoxylon_patrol;antq_pontic_river_sea_transport,astrakhan;dardeling;ganyushkino;ikryanoye;krasny_yar,organized_patrol,antq_coastal_watch_craft;antq_pontic_monoxylon_patrol,antq_limited_coastal_transport;antq_pontic_river_sea_transport,pass,pass,pass,pass,pass
SIR,Siraces,Pontic,antq_bow_infantry;antq_cataphracts;antq_household_retainers;antq_javelin_skirmishers;antq_parthian_horse_archers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
ALA,Alans,Pontic,antq_bow_infantry;antq_cataphracts;antq_household_retainers;antq_javelin_skirmishers;antq_parthian_horse_archers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_limited_coastal_transport;antq_local_watercraft;antq_pontic_river_sea_transport,boynak;tarki;terek,limited_transport,,antq_limited_coastal_transport;antq_pontic_river_sea_transport,pass,pass,pass,pass,pass
KNG,Kangju,Central Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry;antq_steppe_horse_archers,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_saka_horse,,,inland,,,pass,pass,pass,pass,pass
WSN,Wusun,Central Asia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry;antq_steppe_horse_archers,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_saka_horse,,,inland,,,pass,pass,pass,pass,pass
