tag,name,kind,region,government_resolution,reform,programme_profile,programme_count,setting_tied_count,aptitudes,modifier_family_count,programmes,status
IAZ,Iazyges,country,Danube,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,14,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_caucasian_pass_tower_watches;antq_regprog_caucasian_wine_amphora_shares;antq_regprog_caucasian_hillfort_grain_bins;antq_regprog_caucasian_hostage_surety_tokens,pass
ROX,Roxolani,country,Pontic,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
AOR,Aorsi,country,Pontic,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
SIR,Siraces,country,Pontic,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
ALA,Alans,country,Pontic,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
KNG,Kangju,country,Central Asia,explicit_government_ledger,antq_kangju_confederated_kingship,steppe,11,7,adm;dip;mil,13,antq_steppe_pasture_circuits;antq_steppe_wing_musters;antq_steppe_gift_circulation;antq_steppe_envoy_circuits;antq_steppe_remount_registers;antq_steppe_pasture_circuit_tallies;antq_steppe_remount_herd_levies;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
WSN,Wusun,country,Central Asia,explicit_government_ledger,antq_wusun_kunmi_confederacy,steppe,11,7,adm;dip;mil,13,antq_steppe_pasture_circuits;antq_steppe_wing_musters;antq_steppe_gift_circulation;antq_steppe_envoy_circuits;antq_steppe_remount_registers;antq_steppe_pasture_circuit_tallies;antq_steppe_remount_herd_levies;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
DAY,Dayuan,country,Central Asia,explicit_government_ledger,antq_dayuan_oasis_kingship,royal,11,4,adm;dip;mil,14,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
SOG,Sogdian Cities,sop,Central Asia,explicit_government_ledger,antq_sogdian_city_compact,royal,11,4,adm;dip;mil,14,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
KHW,Khwarazm,country,Central Asia,explicit_government_ledger,antq_regional_kingship,royal,11,4,adm;dip;mil,14,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
XIA,Xianbei,country,Steppe,explicit_government_ledger,antq_xianbei_eastern_confederacy,xianbei,5,5,adm;dip;mil,10,antq_xianbei_lineage_circuit_returns;antq_xianbei_mounted_following_returns;antq_xianbei_frontier_embassies;antq_xianbei_seasonal_hunt_assemblies;antq_xianbei_lineage_compensation,pass
WHU,Wuhuan,country,Steppe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
DNG,Dingling,sop,Steppe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
PYU,Pyu Cities,sop,Southeast Asia,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
MON,Mon Precursors,sop,Southeast Asia,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
KHM,Proto-Khmer,sop,Southeast Asia,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
MAL,Malay Polities,sop,Southeast Asia,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
JAV,Javanese Polities,sop,Southeast Asia,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
LZC,Northwest Luzon Coastal,sop,Southeast Asia,explicit_government_ledger,antq_philippine_coastal_river_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
CXR,Central Luzon River,sop,Southeast Asia,explicit_government_ledger,antq_philippine_coastal_river_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
MBL,Manila Bay-Laguna,sop,Southeast Asia,explicit_government_ledger,antq_philippine_coastal_river_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
BCP,Bicol Peninsula Metal-Age,sop,Southeast Asia,explicit_government_ledger,antq_philippine_coastal_river_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
MDR,Mindoro Maritime,sop,Southeast Asia,explicit_government_ledger,antq_philippine_cave_coast_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
PNY,Panay Metal-Age,sop,Southeast Asia,explicit_government_ledger,antq_philippine_mortuary_community_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
NGR,Negros Metal-Age,sop,Southeast Asia,explicit_government_ledger,antq_philippine_mortuary_community_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
CBH,Cebu-Bohol Island,sop,Southeast Asia,explicit_government_ledger,antq_philippine_island_exchange_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
PLW,Palawan Cave-Coast,sop,Southeast Asia,explicit_government_ledger,antq_philippine_cave_coast_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
AGS,Agusan River,sop,Southeast Asia,explicit_government_ledger,antq_philippine_coastal_river_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
LNO,Lanao Coast-Lake,sop,Southeast Asia,explicit_government_ledger,antq_philippine_coastal_river_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
PCT,Pulangi-Cotabato Basin,sop,Southeast Asia,explicit_government_ledger,antq_philippine_coastal_river_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
MTT,Maitum-Sarangani Mortuary,sop,Southeast Asia,explicit_government_ledger,antq_philippine_mortuary_community_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
ZBG,Zamboanga Peninsula,sop,Southeast Asia,explicit_government_ledger,antq_philippine_coastal_river_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
SLU,Sulu Island,sop,Southeast Asia,explicit_government_ledger,antq_philippine_island_exchange_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
NBR,Niah-Brunei Cave-River,sop,Southeast Asia,explicit_government_ledger,antq_borneo_cave_river_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
RSW,Rajang-Sarawak Coastal Networks,sop,Southeast Asia,explicit_government_ledger,antq_borneo_coastal_exchange_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
KSB,Kinabatangan-Sabah Littoral Networks,sop,Southeast Asia,explicit_government_ledger,antq_borneo_coastal_exchange_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
NEB,Northeast Borneo River-Sea Networks,sop,Southeast Asia,explicit_government_ledger,antq_borneo_coastal_exchange_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
SGK,Sangkulirang Karst,sop,Southeast Asia,explicit_government_ledger,antq_borneo_cave_river_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
MHK,Mahakam River Networks,sop,Southeast Asia,explicit_government_ledger,antq_borneo_interior_river_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
KPM,Kapuas-Melawi River Networks,sop,Southeast Asia,explicit_government_ledger,antq_borneo_interior_river_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
